Employee Name,Employee ID,Applicant Source,Status,CV Submission Date,CV Review,HR Interview Date,HR Interview,Hiring  Date,Manager Interview,Gender,Department,Job Type,Exit Date,Exit Type,Exit Reason,Years of Experience,Salary,Bonus,Last Performance Rating,Promotion Date,Training Hours Completed,Satisfaction Score,Engagement Score,Number of  Leaves
Christopher Jones,900baf0f,Internal,Hired,19-03-2021,Failed,19-09-2023,Passed,28-05-2022,Passed,Female,Finance,Part-time,,Voluntary,Personal Reasons,12,76518,16714,5,,8,6,8,12
Jason Terry,b04291cc,Online Application,New hire,20-05-2022,Failed,25-11-2023,Passed,16-06-2024,Failed,Other,HR,Part-time,24-06-2024,,Termination,5,117172,9206,1,25-03-2020,98,6,7,9
Michael Oconnell,5bdddcbb,Agency,Hired,24-10-2020,Passed,10-06-2022,Passed,22-08-2020,Failed,Male,Operations,Full-time,21-12-2022,Voluntary,Layoff,17,121683,10988,1,27-02-2022,35,6,10,4
Ricky Williams,95c877df,Internal,Hired,21-10-2023,Failed,25-07-2022,Passed,28-01-2024,Failed,Female,HR,Part-time,09-01-2020,Voluntary,Retirement,26,84501,9516,2,09-08-2020,75,10,4,6
Samuel Morales,86aeb8ef,Agency,Hired,10-12-2020,Failed,02-01-2023,Passed,25-09-2020,Passed,Female,HR,Part-time,15-02-2024,,Layoff,11,83514,8208,2,,123,3,1,8
Michelle Stevenson,e56a6788,Online Application,Hired,24-03-2023,Passed,29-04-2023,Passed,21-08-2024,Passed,Male,HR,Part-time,10-04-2023,Voluntary,Layoff,8,43189,16276,2,,42,7,2,2
Belinda Johnston,daaac5a9,Agency,New hire,06-10-2023,Passed,12-10-2023,Failed,12-05-2022,Passed,Other,Finance,Part-time,,Voluntary,Personal Reasons,20,65496,13081,1,,147,6,8,12
Zachary Lewis,7c0af2f0,Agency,Hired,22-06-2021,Failed,27-09-2021,Passed,12-08-2023,Passed,Other,Sales,Full-time,12-06-2024,Involuntary,Layoff,19,94508,5101,1,,98,9,3,0
Brandy Jackson,a03c6b3f,Agency,New hire,04-09-2022,Failed,28-04-2022,Passed,07-07-2021,Failed,Other,Sales,Part-time,,Involuntary,Retirement,10,51059,18691,4,,83,10,8,4
Michael Baxter,cb3c82bf,Online Application,Hired,07-11-2023,Failed,27-07-2020,Failed,08-03-2024,Passed,Male,Operations,Contract,,Involuntary,Personal Reasons,30,92552,7808,4,,34,8,8,10
Deborah Fowler,da88ad93,Internal,Hired,28-05-2023,Failed,08-02-2024,Failed,16-05-2023,Passed,Female,Sales,Part-time,09-01-2020,Involuntary,Retirement,22,126037,2549,5,27-07-2024,59,10,10,5
Christopher Phillips,5880e2c8,Online Application,Hired,20-06-2022,Passed,21-05-2023,Passed,07-02-2022,Passed,Male,HR,Contract,,Involuntary,Retirement,25,46707,4184,1,,20,7,2,15
Mary Rivera,8f45aa85,Internal,New hire,05-02-2021,Failed,08-06-2024,Failed,25-02-2020,Failed,Female,IT,Part-time,09-01-2020,Involuntary,Personal Reasons,14,121651,13725,5,18-01-2023,166,5,8,11
Katherine Lopez,a2e11a98,Online Application,Hired,12-12-2022,Passed,15-05-2024,Passed,14-07-2023,Passed,Female,Finance,Part-time,23-09-2021,Voluntary,,25,133591,11982,5,,8,8,2,3
Norma Soto,4bb6d046,Online Application,New hire,16-05-2021,Passed,14-07-2024,Failed,28-07-2020,Passed,Male,Marketing,Contract,25-12-2022,Voluntary,Other,14,74328,16450,2,,134,10,1,2
Crystal Rivera,3e3c287b,Online Application,Hired,09-05-2020,Passed,22-10-2023,Failed,24-10-2023,Failed,Other,Marketing,Contract,,Voluntary,Personal Reasons,19,66174,10235,3,20-07-2023,51,7,7,8
Randy Harrison,f18db4ad,Internal,Hired,19-07-2021,Failed,11-01-2021,Passed,31-07-2021,Passed,Male,Finance,Contract,15-04-2022,,Personal Reasons,12,119534,1926,1,24-01-2021,123,5,4,6
Christian Young,5840ff60,Internal,Hired,15-08-2021,Failed,27-12-2022,Passed,06-08-2022,Passed,Male,Sales,Part-time,,Voluntary,Termination,30,125248,13943,1,,178,1,9,2
Eileen Cameron,83cd9dca,Agency,Hired,19-10-2022,Passed,06-11-2021,Failed,06-05-2022,Failed,Other,Finance,Part-time,,Involuntary,Layoff,13,55530,8273,4,10-05-2024,90,9,6,4
Aaron Young,720548f9,Agency,Hired,23-12-2020,Passed,23-10-2022,Passed,01-02-2024,Failed,Female,Operations,Full-time,,,,28,85226,2648,4,,84,3,5,13
Dr. Aaron Scott,58f7aed8,Agency,New hire,25-04-2021,Failed,19-08-2020,Failed,31-05-2020,Failed,Other,Finance,Full-time,,,Retirement,6,135623,15815,3,16-04-2023,5,5,10,2
Yvonne Ellis,3472479b,Online Application,Hired,14-04-2022,Failed,07-06-2021,Failed,26-05-2023,Passed,Other,IT,Contract,,Voluntary,Layoff,12,129103,15052,5,,97,1,5,7
Jamie Patterson,d1a19ef9,Agency,Hired,24-01-2020,Passed,02-09-2022,Passed,20-11-2022,Failed,Female,Marketing,Contract,,Voluntary,,17,99447,16593,5,,143,6,9,7
Mr. Nathan Sanchez,ec51eb9e,Internal,Hired,14-05-2024,Passed,17-04-2021,Passed,26-09-2021,Failed,Male,HR,Full-time,,,Layoff,25,58881,6649,3,,68,6,5,3
Cristian Perez,76d5d489,Online Application,Hired,13-03-2020,Passed,14-11-2020,Failed,04-05-2021,Passed,Male,Operations,Part-time,,,Layoff,13,140999,12927,3,,94,2,6,13
Stephen Vance,9a770c4c,Internal,New hire,28-04-2020,Failed,02-12-2021,Passed,30-01-2021,Failed,Other,IT,Full-time,,Involuntary,Layoff,19,101626,5259,3,,173,8,5,13
Brian Thompson,6d3c5f9f,Online Application,Hired,16-11-2020,Passed,01-05-2023,Passed,16-07-2022,Failed,Female,Sales,Full-time,,,Other,27,142955,3045,2,,77,10,1,8
Nancy Valenzuela,657a8d92,Internal,Hired,26-10-2022,Failed,22-02-2023,Passed,30-12-2023,Passed,Other,IT,Full-time,,Involuntary,Other,17,84372,13361,2,,187,5,1,5
Diana Roth,f07740fc,Agency,New hire,03-08-2021,Failed,13-09-2020,Failed,21-12-2020,Passed,Male,Finance,Full-time,,Involuntary,Personal Reasons,28,84555,18371,4,,45,1,8,1
Chase Brown,e11b1348,Agency,Hired,03-07-2021,Failed,09-02-2023,Passed,16-12-2022,Passed,Male,HR,Part-time,13-08-2022,Involuntary,Layoff,5,96676,11524,1,,71,7,3,10
Rachael Ray,3c73ff32,Online Application,New hire,08-03-2023,Failed,10-01-2020,Failed,26-09-2020,Failed,Other,HR,Part-time,04-04-2020,Voluntary,Retirement,22,88061,6960,1,14-03-2022,21,3,4,5
Daniel Wilson,69b19b62,Online Application,Hired,11-05-2022,Failed,05-05-2020,Passed,16-05-2021,Passed,Other,Operations,Part-time,,Involuntary,Retirement,1,45954,2484,3,,161,1,9,10
Cynthia Duncan,e284ea46,Agency,Hired,09-06-2024,Failed,14-02-2024,Passed,25-02-2021,Passed,Male,Marketing,Contract,19-01-2023,Voluntary,Retirement,30,76209,2858,5,,121,1,8,4
Ronald Santiago,d4e0eb7e,Agency,Hired,03-02-2020,Passed,03-12-2020,Failed,02-12-2020,Passed,Male,IT,Full-time,04-04-2020,Involuntary,Other,26,56327,15274,5,07-07-2021,17,1,6,8
Roger Smith,54a84ce9,Internal,New hire,19-04-2023,Failed,01-01-2020,Failed,31-01-2021,Passed,Other,Finance,Part-time,,Involuntary,Personal Reasons,2,51424,12440,3,,55,7,10,1
Caitlyn Andrade,36e64735,Agency,Hired,17-04-2021,Passed,21-04-2023,Passed,09-03-2023,Passed,Other,Finance,Part-time,04-04-2020,Involuntary,Other,14,132767,11501,2,25-01-2020,134,7,1,11
Brian Hernandez,02d36c39,Agency,Hired,26-06-2022,Failed,08-07-2020,Failed,06-11-2023,Passed,Other,Finance,Part-time,04-04-2020,Involuntary,Retirement,20,101326,6812,5,14-06-2020,136,3,7,2
Diana Nelson,db949f7d,Online Application,New hire,04-11-2020,Failed,26-05-2024,Failed,23-11-2021,Passed,Other,Finance,Part-time,,Involuntary,Layoff,14,134184,13064,3,,36,10,1,10
Brandon Thompson,f7400dc8,Internal,Hired,12-07-2024,Passed,03-11-2023,Passed,11-04-2022,Failed,Female,Finance,Full-time,04-04-2020,Involuntary,Termination,29,87850,8057,4,07-02-2024,142,7,1,0
Lisa Malone,6c3a1ea1,Online Application,Hired,13-01-2020,Failed,02-04-2024,Failed,19-10-2022,Passed,Other,Finance,Full-time,04-04-2020,Voluntary,Other,11,115166,11046,2,19-04-2024,108,4,6,12
Sharon Stevens,321s58098,Internal,Hired,17-09-2022,Passed,19-04-2024,Passed,09-05-2022,Failed,Female,Sales,Contract,04-04-2020,Involuntary,Termination,10,93314,17651,3,02-11-2020,76,7,8,4
Preston Valdez,ebab0cd4,Agency,Hired,10-12-2023,Failed,13-08-2022,Failed,05-05-2020,Failed,Male,Sales,Contract,07-06-2022,Involuntary,Personal Reasons,27,96004,3351,5,31-01-2022,6,3,5,8
Dale Roberts,ec3851e4,Agency,New hire,21-09-2021,Passed,09-11-2023,Failed,29-05-2023,Failed,Male,Marketing,Full-time,,,Personal Reasons,2,141904,7425,3,,188,1,6,6
Virginia Wilkins,5741a14b,Online Application,Hired,16-10-2022,Failed,02-11-2020,Passed,15-03-2024,Passed,Female,Finance,Contract,02-06-2024,,Personal Reasons,4,46674,9569,5,09-06-2022,71,4,9,2
Kelsey Stevens,3c516209,Online Application,Hired,01-10-2020,Failed,16-08-2023,Failed,11-01-2020,Failed,Female,Sales,Contract,,,,29,42146,3082,4,,138,3,4,7
Thomas Scott,79d8a200,Internal,Hired,24-01-2022,Failed,09-11-2023,Failed,06-05-2022,Failed,Female,Finance,Part-time,,,Retirement,11,72379,17012,2,,56,1,3,13
John Young,13915a47,Online Application,Hired,18-06-2024,Passed,14-04-2021,Failed,16-01-2023,Passed,Male,Marketing,Full-time,,Voluntary,Other,23,94977,15318,4,28-08-2020,91,8,3,14
Wendy Hall,6aae0ed7,Agency,Hired,14-12-2022,Failed,21-02-2021,Passed,01-03-2020,Passed,Male,Finance,Full-time,,Involuntary,,4,140484,2639,4,,45,7,3,7
Michael Harvey,c76296f2,Agency,Hired,14-05-2021,Passed,26-05-2021,Passed,22-09-2023,Passed,Other,Marketing,Contract,22-03-2023,Involuntary,Personal Reasons,11,139677,2630,5,01-07-2021,134,6,5,3
Scott Rivers,8e047901,Agency,Hired,09-01-2021,Passed,19-08-2022,Failed,22-01-2020,Passed,Female,Sales,Contract,14-05-2024,Involuntary,,7,142818,5909,3,,105,2,10,10
Diana Morales,1604a5dc,Agency,Hired,21-05-2023,Failed,08-04-2022,Passed,20-09-2022,Passed,Male,IT,Part-time,,Involuntary,Termination,2,73015,12188,5,,162,5,4,14
Sara Neal,ee33a6af,Agency,Hired,29-10-2022,Failed,05-10-2020,Failed,17-02-2024,Failed,Male,Sales,Full-time,,,Retirement,24,92424,13114,4,,112,3,2,11
Brian Anderson,f53ae3fe,Internal,Hired,05-08-2022,Failed,20-01-2024,Passed,20-08-2021,Passed,Male,Sales,Part-time,22-03-2023,Voluntary,Layoff,21,40930,3134,5,16-09-2022,66,7,9,1
Stephanie Gomez,e0cc030f,Agency,Hired,27-02-2020,Failed,23-10-2021,Passed,30-05-2022,Failed,Other,Sales,Contract,22-03-2023,Voluntary,Layoff,21,116557,7112,4,02-03-2022,183,10,4,1
Andrew Daniel,c7ec58e8,Internal,New hire,03-12-2023,Passed,09-07-2021,Failed,13-03-2020,Passed,Male,HR,Contract,29-11-2021,Voluntary,Layoff,5,61754,14542,2,,16,10,2,15
Amy Collins,01d79098,Online Application,Hired,16-08-2021,Failed,20-01-2022,Passed,06-09-2022,Passed,Male,IT,Contract,03-08-2023,Involuntary,,24,57447,8609,1,,122,6,10,10
Erik Parker,5c53bcdf,Internal,Hired,12-10-2021,Passed,10-03-2021,Failed,14-06-2021,Passed,Other,Finance,Full-time,22-05-2023,Voluntary,Personal Reasons,12,75855,10729,5,,165,1,1,9
Sabrina Hawkins,88bde83f,Online Application,Hired,25-03-2020,Passed,15-04-2023,Passed,22-08-2022,Failed,Other,IT,Full-time,,Voluntary,Personal Reasons,17,138664,9576,2,,126,9,8,15
995,,,,,,,,,,,,,,,,,,,,,,,,
